Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.26104736328125,24.729270393437197,23.821671579713147,24.718174386973395,212818400
2015-01-05,23.57756996154785,24.110145998105324,23.391169279909636,24.030259507971074,257142000
2015-01-06,23.57979393005371,23.83942422525078,23.218085117057225,23.641927502270494,263188400
2015-01-07,23.910436630249023,24.01029392504949,23.67743401836389,23.788387320592424,160423600
2015-01-08,24.829132080078125,24.886828276492317,24.1212494061528,24.238861339269892,237458000
2015-01-09,24.855754852294922,25.130918519212265,24.456322357565924,25.002212305020397,214798000
2015-01-12,24.24329948425293,24.99334328901782,24.14344217731256,24.986686360956895,198603200
2015-01-13,24.458539962768555,25.0310592622604,24.16784292699338,24.727046682372265,268367600
2015-01-14,24.365345001220703,24.51845940173482,24.076865748230265,24.196695513641078,195826400
2015-01-15,23.704059600830078,24.42303640937501,23.668555430204687,24.409722557017083,240056000
2015-01-16,23.519872665405273,23.87270492884302,23.34456630335931,23.75065566000961,314053200
2015-01-20,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600
2015-01-21,24.30986785888672,24.644945594224467,24.025825998667738,24.176722549122562,194303600
2015-01-22,24.942302703857422,24.957836098464018,24.34759293561303,24.467422705298063,215185600
2015-01-23,25.07100486755371,25.24187218046509,24.749239327247817,24.92010833317196,185859200
2015-01-26,25.097633361816406,25.37723612111665,25.03106240494394,25.239653434759713,222460000
2015-01-27,24.218881607055664,24.960050391214992,24.194471750232253,24.94673484648506,382274800
2015-01-28,25.588048934936523,26.21160761831203,25.588048934936523,26.102872167761888,585908400
2015-01-29,26.38469696044922,26.449050082200664,25.64352798321976,25.812177485292057,337745600
2015-01-30,25.99858283996582,26.628796886977906,25.929790630092075,26.273746600420864,334982000
2015-02-02,26.32477569580078,26.44460544633527,25.758914960125022,26.196071172349157,250956400
2015-02-03,26.329212188720703,26.426849918332245,26.09842917625348,26.295925868006783,207662800
2015-02-04,26.53114891052246,26.741961167377898,26.253765698617492,26.295928488591134,280598800
2015-02-05,26.72052001953125,26.785127115673475,26.566799628720617,26.738341318709153,168984800
2015-02-06,26.49550437927246,26.78957700691149,26.38856810572445,26.73833631965643,174826400
2015-02-09,26.6715087890625,26.69824158884598,26.38411929352651,26.410853793004787,155559200
2015-02-10,27.18390655517578,27.212869353760585,26.76953287234802,26.771759472473963,248034000
2015-02-11,27.82105827331543,27.82996977096396,27.2908369109358,27.350987395445394,294247200
2015-02-12,28.17305564880371,28.400294596598293,27.974779494181742,28.08394236927043,297898000
2015-02-13,28.311182022094727,28.355737813123717,27.99260318712347,28.355737813123717,217088800
2015-02-17,28.478267669677734,28.712189812630196,28.27553491915968,28.402520788269594,252609600
2015-02-18,28.676549911499023,28.689916311182564,28.393615320435757,28.43371621918115,179566800
2015-02-19,28.616390228271484,28.74560439039607,28.589657435896967,28.623073426365114,149449600
2015-02-20,28.850313186645508,28.850313186645508,28.52727947176931,28.654263638576644,195793600
2015-02-23,29.630056381225586,29.630056381225586,28.885964051866292,28.9661658442121,283896400
2015-02-24,29.445152282714844,29.763732913586086,29.222369860904738,29.61669569933782,276912400
2015-02-25,28.692138671875,29.31815995946812,28.549558097335243,29.30924676140305,298846800
2015-02-26,29.055282592773438,29.155534001151203,28.206482122777132,28.692146163064493,365150000
2015-02-27,28.618623733520508,29.088694653566876,28.569611341903233,28.96170707545237,248059200
2015-03-02,28.758970260620117,29.024081778114386,28.58297371505887,28.794616249393325,192386800
2015-03-03,28.819128036499023,28.8547740321923,28.536193469691177,28.730016446655085,151265200
2015-03-04,28.63644027709961,28.863679214055935,28.587431290097957,28.76120124206788,126665200
2015-03-05,28.161916732788086,28.68322659841273,28.017107870216446,28.645354008112353,226068400
2015-03-06,28.204242706298828,28.821349014026374,28.12849752976883,28.605249881452455,291368400
2015-03-09,28.32455062866211,28.865913560085808,27.8611628871626,28.507232105640526,354114000
2015-03-10,27.738637924194336,28.342378042171664,27.580462619457386,28.16192483671167,275426400
2015-03-11,27.232912063598633,27.796551097316453,27.203950972035244,27.792096198496825,275756000
2015-03-12,27.725261688232422,27.825514761609913,27.097015553905447,27.248507613940752,193450800
2015-03-13,27.533666610717773,27.936903772999813,27.308657687229754,27.714121448972215,207309200
2015-03-16,27.836658477783203,27.836658477783203,27.373272406222377,27.598281392520114,143497200
2015-03-17,28.30226707458496,28.364645854300864,27.992599775499386,28.048295357344912,204092400
2015-03-18,28.620851516723633,28.774571896843646,28.153008876869432,28.29336115891731,261083600
2015-03-19,28.404748916625977,28.794618019403195,28.382471022120445,28.683226847181135,183238000
2015-03-20,28.048297882080078,28.605252050974638,27.883439420892177,28.57183605861484,274780400
2015-03-23,28.340147018432617,28.482727608990597,28.186426628736324,28.320097419617298,150838800
2015-03-24,28.224300384521484,28.525054559149737,28.19533758719538,28.344603074189592,131369200
2015-03-25,27.48689079284668,28.253262761877014,27.48689079284668,28.190883964341012,206620800
2015-03-26,27.67847442626953,27.82105497234002,27.313111564502137,27.34875755086685,190291600
2015-03-27,27.457923889160156,27.7809576079784,27.382178708077856,27.751996515157707,158184800
2015-03-30,28.153003692626953,28.15968689058504,27.625008957912392,27.636148754305395,188398800
2015-03-31,27.720808029174805,28.17973912876728,27.705213332577813,28.090625848343983,168362400
2015-04-01,27.68070411682129,27.8745253531107,27.4245041009521,27.80768997516421,162485600
2015-04-02,27.91909408569336,27.972561393028695,27.667350551448408,27.8544869769696,128880400
2015-04-06,28.371335983276367,28.406981980219054,27.698533938082665,27.729723335560173,148776000
2015-04-07,28.07280921936035,28.542878494849756,28.066126019663994,28.435943900318566,140049200
2015-04-08,27.981464385986328,28.15969095583819,27.841112109521802,28.037159976603217,149316800
2015-04-09,28.19533348083496,28.19979007963362,27.772048378461868,28.037158217371275,129936000
2015-04-10,28.315637588500977,28.340143784052685,27.905718862353325,28.059437534811437,160752000
2015-04-13,28.25994873046875,28.643136452222084,28.2064814272986,28.598577250139602,145460400
2015-04-14,28.137407302856445,28.35796132066138,28.050522335245585,28.293354244800504,102098400
2015-04-15,28.244348526000977,28.32232201536702,28.072806849395675,28.161920137111697,115881600
2015-04-16,28.108444213867188,28.315631834349748,28.09507781889869,28.13295040443888,113476000
2015-04-17,27.792095184326172,28.10176248166697,27.727488105786072,27.970321725105368,207828000
2015-04-20,28.427026748657227,28.54287281964804,27.88566558485998,27.974778862380663,188217200
2015-04-21,28.2733154296875,28.560703232292234,28.21984642947258,28.538427031744938,129740400
2015-04-22,28.654268264770508,28.709963859064892,28.141869817078955,28.29113360186119,150618000
2015-04-23,28.888195037841797,29.055281847314507,28.547338218468653,28.58298422034306,183083600
2015-04-24,29.024084091186523,29.102059272918567,28.790161945379253,29.07086988010352,178103600
2015-04-27,29.552078247070312,29.659016225812266,29.217904712126938,29.476333061669838,387816800
2015-04-28,29.086462020874023,29.97313478999959,28.86590967795397,29.955315194105836,475696000
2015-04-29,28.658721923828125,29.315929189196144,28.582976739212466,28.997352054224365,253544400
2015-04-30,27.881210327148438,28.658720221632425,27.75422446071584,28.658720221632425,332781600
2015-05-01,28.727781295776367,28.99066621763661,27.91462713625197,28.092851983674798,234050400
2015-05-04,28.67209243774414,29.088697811721758,28.574067643867057,28.850319026667076,203953200
2015-05-05,28.026018142700195,28.616389964792756,28.021561544215924,28.54955458508318,197085600
2015-05-06,27.850025177001953,28.23766603361999,27.482433918282176,28.195336838464158,288564000
2015-05-07,28.022287368774414,28.20573193766146,27.74488205442266,27.912666783531346,175763600
2015-05-08,28.55024528503418,28.55024528503418,28.212438276395325,28.339954580653217,222201600
2015-05-11,28.259414672851562,28.53681820285766,28.105052219051004,28.498787417855624,168143200
2015-05-12,28.158750534057617,28.384699391912346,27.92385124630615,28.098347079815507,192640000
2015-05-13,28.190067291259766,28.454048621651697,28.158747617043286,28.221386965476245,138776800
2015-05-14,28.847782135009766,28.847782135009766,28.447337485428147,28.503265718886325,180814000
2015-05-15,28.807512283325195,28.968585851091245,28.682233600304514,28.874626838825733,152832000
2015-05-18,29.125185012817383,29.243752584935958,28.715789967854153,28.720265181968493,203531600
2015-05-19,29.098346710205078,29.279553663900636,29.002148361133898,29.237047654793994,178532800
2015-05-20,29.096097946166992,29.301913395470436,28.935024392175112,29.0826757189323,145819600
2015-05-21,29.393640518188477,29.447332848055485,29.044648908023593,29.0983412378906,158921600
2015-05-22,29.65091323852539,29.747111583218956,29.395880609079995,29.440625930475374,182384000
2015-05-26,28.99766731262207,29.733684723786734,28.885810853723097,29.664334265443486,282790400
2015-05-27,29.539052963256836,29.588270079591037,29.093866429490628,29.15874167542845,183332800
2015-05-28,29.480892181396484,29.518922973141333,29.328769014417098,29.498789626968538,122933200
2015-05-29,29.145322799682617,29.40706654107393,29.060310786489495,29.35784941907672,203538000
2015-06-01,29.2034854888916,29.39364285204603,29.093868333726718,29.145321353775305,128451200
2015-06-02,29.07373046875,29.230328818632735,28.930554346916068,29.05135781294332,134670400
2015-06-03,29.109519958496094,29.292966165583337,29.06030284994038,29.23032682989203,123934000
2015-06-04,28.93950653076172,29.21243659513627,28.83883638882423,28.988723651458024,153800400
2015-06-05,28.780670166015625,29.013333549780093,28.71579491133615,28.97082754234685,142507200
2015-06-08,28.590511322021484,28.905947352561356,28.373509520607943,28.836593481249118,210699200
2015-06-09,28.505496978759766,28.65314831031358,28.102814787492374,28.344423419535225,224301600
2015-06-10,28.832124710083008,28.9350307505541,28.601698948890817,28.617358786370456,156349200
2015-06-11,28.767244338989258,29.122947072116407,28.74263578058238,28.899234146086,141563600
